season,week,week_exists,season_len,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,judge_n,n_alive_w,performed,in_competition,elim_week,eliminated_end_of_week,j_total_raw,j_mean_raw,j_sd_raw,j_total,j_mean,j_sd,j_rank,tie_flag,j_points_rank,j_pct,j_z_within_week,delta_j_total,week_start,week_end,num_episodes,trend_date,window_start,window_end,trend_preday,trend_startday,trend_used_window_mean,trend_used,name,awards_pre_t0,awards_total
14.0,9.0,True,10.0,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35.0,Eliminated Week 5,9.0,3.0,4.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2012/5/14,2012/5/20,2.0,2012/5/13,2012/5/11,2012/5/13,11.0,10.0,11.33333333,11.33333333,Gavin DeGraw,0.0,0.0
14.0,10.0,True,10.0,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35.0,Eliminated Week 5,9.0,3.0,3.0,False,False,5.0,False,0.0,0.0,0.0,,,,,False,,,,,2012/5/21,2012/5/22,2.0,2012/5/20,2012/5/18,2012/5/20,12.0,12.0,10.33333333,10.33333333,Gavin DeGraw,0.0,0.0
14.0,11.0,False,10.0,Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35.0,Eliminated Week 5,9.0,0.0,0.0,False,False,5.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Gavin DeGraw,0.0,0.0
2.0,1.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,10.0,True,True,6.0,False,18.0,6.0,1.0,18.0,6.0,1.0,8.0,False,3.0,0.092307692,-0.362033094,,2006/1/5,2006/1/11,2.0,2006/1/4,2006/1/5,2006/1/5,,8.0,8.0,8.0,George Hamilton,1.0,3.0
2.0,2.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,9.0,True,True,6.0,False,22.0,7.333333333,0.577350269,22.0,7.333333333,0.577350269,5.5,True,4.5,0.11,-0.052459298,4.0,2006/1/12,2006/1/18,2.0,2006/1/11,2006/1/9,2006/1/11,0.0,0.0,0.0,0.0,George Hamilton,1.0,3.0
2.0,3.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,8.0,True,True,6.0,False,22.0,7.333333333,0.577350269,22.0,7.333333333,0.577350269,5.5,True,3.5,0.120879121,-0.165647289,0.0,2006/1/19,2006/1/25,2.0,2006/1/18,2006/1/16,2006/1/18,0.0,0.0,0.0,0.0,George Hamilton,1.0,3.0
2.0,4.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,7.0,True,True,6.0,False,21.0,7.0,0.0,21.0,7.0,0.0,6.0,False,2.0,0.132911392,-0.23181452,-1.0,2006/1/26,2006/2/1,2.0,2006/1/25,2006/1/23,2006/1/25,0.0,0.0,0.0,0.0,George Hamilton,1.0,3.0
2.0,5.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,6.0,True,True,6.0,False,24.0,8.0,0.0,24.0,8.0,0.0,4.0,False,3.0,0.158940397,-0.398603268,3.0,2006/2/2,2006/2/8,2.0,2006/2/1,2006/1/30,2006/2/1,8.0,0.0,2.666666667,2.666666667,George Hamilton,1.0,3.0
2.0,6.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,5.0,True,True,6.0,True,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,4.5,True,1.5,0.172932331,-1.026478707,-1.0,2006/2/9,2006/2/15,2.0,2006/2/8,2006/2/6,2006/2/8,0.0,12.0,0.0,0.0,George Hamilton,1.0,3.0
2.0,7.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,4.0,False,False,6.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/2/16,2006/2/22,2.0,2006/2/15,2006/2/13,2006/2/15,0.0,0.0,8.666666667,8.666666667,George Hamilton,1.0,3.0
2.0,8.0,True,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,3.0,3.0,False,False,6.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/2/23,2006/2/26,2.0,2006/2/22,2006/2/20,2006/2/22,0.0,0.0,3.333333333,3.333333333,George Hamilton,1.0,3.0
2.0,9.0,False,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,0.0,0.0,False,False,6.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,George Hamilton,1.0,3.0
2.0,10.0,False,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,0.0,0.0,False,False,6.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,George Hamilton,1.0,3.0
2.0,11.0,False,8.0,George Hamilton,Edyta Sliwinska,Actor/Actress,Tennessee,United States,66.0,Eliminated Week 6,5.0,0.0,0.0,False,False,6.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,George Hamilton,1.0,3.0
22.0,1.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,12.0,True,True,2.0,False,13.0,4.333333333,0.577350269,13.0,4.333333333,0.577350269,12.0,False,1.0,0.054852321,-2.041538493,,2016/3/21,2016/3/27,1.0,2016/3/20,2016/3/21,2016/3/21,,6.0,6.0,6.0,Geraldo Rivera,1.0,1.0
22.0,2.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,12.0,True,True,2.0,True,13.0,4.333333333,0.577350269,13.0,4.333333333,0.577350269,12.0,False,1.0,0.055084746,-2.121079326,0.0,2016/3/28,2016/4/3,1.0,2016/3/27,2016/3/25,2016/3/27,10.0,6.0,10.66666667,10.66666667,Geraldo Rivera,1.0,1.0
22.0,3.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,11.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/4/4,2016/4/10,1.0,2016/4/3,2016/4/1,2016/4/3,6.0,5.0,7.0,7.0,Geraldo Rivera,1.0,1.0
22.0,4.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,4.0,10.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/4/11,2016/4/17,1.0,2016/4/10,2016/4/8,2016/4/10,4.0,2.0,3.666666667,3.666666667,Geraldo Rivera,1.0,1.0
22.0,5.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,4.0,9.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/4/18,2016/4/24,1.0,2016/4/17,2016/4/15,2016/4/17,2.0,1.0,3.333333333,3.333333333,Geraldo Rivera,1.0,1.0
22.0,6.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,9.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/4/25,2016/5/1,1.0,2016/4/24,2016/4/22,2016/4/24,3.0,2.0,4.0,4.0,Geraldo Rivera,1.0,1.0
22.0,7.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,8.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/5/2,2016/5/8,1.0,2016/5/1,2016/4/29,2016/5/1,9.0,2.0,5.333333333,5.333333333,Geraldo Rivera,1.0,1.0
22.0,8.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,6.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/5/9,2016/5/15,1.0,2016/5/8,2016/5/6,2016/5/8,5.0,4.0,4.333333333,4.333333333,Geraldo Rivera,1.0,1.0
22.0,9.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,5.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/5/16,2016/5/22,1.0,2016/5/15,2016/5/13,2016/5/15,2.0,2.0,2.0,2.0,Geraldo Rivera,1.0,1.0
22.0,10.0,True,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,3.0,3.0,False,False,2.0,False,0.0,0.0,0.0,,,,,False,,,,,2016/5/23,2016/5/24,2.0,2016/5/22,2016/5/20,2016/5/22,2.0,1.0,2.0,2.0,Geraldo Rivera,1.0,1.0
22.0,11.0,False,10.0,Geraldo Rivera,Edyta Sliwinska,Journalist,New York,United States,72.0,Eliminated Week 2,12.0,0.0,0.0,False,False,2.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Geraldo Rivera,1.0,1.0
8.0,1.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,13.0,True,True,11.0,False,24.0,8.0,0.0,24.0,8.0,0.0,1.0,False,13.0,0.098765432,1.549681658,,2009/3/9,2009/3/15,1.0,2009/3/8,2009/3/9,2009/3/9,,11.0,11.0,11.0,Gilles Marini,0.0,0.0
8.0,2.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,13.0,True,True,11.0,False,27.0,9.0,0.0,27.0,9.0,0.0,1.0,False,13.0,0.101886792,1.752064163,3.0,2009/3/16,2009/3/22,2.0,2009/3/15,2009/3/13,2009/3/15,13.0,0.0,7.0,7.0,Gilles Marini,0.0,0.0
8.0,3.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,12.0,True,True,11.0,False,27.0,9.0,0.0,27.0,9.0,0.0,2.0,True,11.0,0.106299213,1.049751906,0.0,2009/3/23,2009/3/29,2.0,2009/3/22,2009/3/20,2009/3/22,9.0,5.0,5.333333333,5.333333333,Gilles Marini,0.0,0.0
8.0,4.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,11.0,True,True,11.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.0,False,11.0,0.123966942,1.352246808,3.0,2009/3/30,2009/4/5,2.0,2009/3/29,2009/3/27,2009/3/29,16.0,29.0,10.33333333,10.33333333,Gilles Marini,0.0,0.0
8.0,5.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,9.0,True,True,11.0,False,29.0,9.666666667,0.577350269,29.0,9.666666667,0.577350269,1.0,False,9.0,0.138095238,1.635825763,-1.0,2009/4/6,2009/4/12,2.0,2009/4/5,2009/4/3,2009/4/5,7.0,12.0,14.0,14.0,Gilles Marini,0.0,0.0
8.0,6.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,8.0,True,True,11.0,False,26.0,8.666666667,0.577350269,26.0,8.666666667,0.577350269,3.5,True,5.5,0.139784946,0.629710712,-3.0,2009/4/13,2009/4/19,2.0,2009/4/12,2009/4/10,2009/4/12,9.0,13.0,11.0,11.0,Gilles Marini,0.0,0.0
8.0,7.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,7.0,True,True,11.0,False,27.0,9.0,0.0,27.0,9.0,0.0,3.5,True,4.5,0.148351648,0.369274473,1.0,2009/4/20,2009/4/26,2.0,2009/4/19,2009/4/17,2009/4/19,0.0,8.0,2.0,2.0,Gilles Marini,0.0,0.0
8.0,8.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,6.0,True,True,11.0,False,27.5,9.166666667,0.288675135,27.5,9.166666667,0.288675135,2.0,False,5.0,0.176282051,0.851942751,0.5,2009/4/27,2009/5/3,2.0,2009/4/26,2009/4/24,2009/4/26,7.0,6.0,5.0,5.0,Gilles Marini,0.0,0.0
8.0,9.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,5.0,True,True,11.0,False,28.0,9.333333333,0.288675135,28.0,9.333333333,0.288675135,2.5,True,3.5,0.209737828,0.570087713,0.5,2009/5/4,2009/5/10,2.0,2009/5/3,2009/5/1,2009/5/3,0.0,10.0,5.666666667,5.666666667,Gilles Marini,0.0,0.0
8.0,10.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,4.0,True,True,11.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.0,False,4.0,0.273972603,1.051754387,2.0,2009/5/11,2009/5/17,2.0,2009/5/10,2009/5/8,2009/5/10,0.0,7.0,2.0,2.0,Gilles Marini,0.0,0.0
8.0,11.0,True,11.0,Gilles Marini,Cheryl Burke,Actor/Actress,,France,33.0,2nd Place,2.0,3.0,3.0,True,True,11.0,False,29.0,9.666666667,0.288675135,29.0,9.666666667,0.288675135,2.0,False,2.0,0.331428571,-0.21821789,-1.0,2009/5/18,2009/5/19,2.0,2009/5/17,2009/5/15,2009/5/17,8.0,16.0,6.666666667,6.666666667,Gilles Marini,0.0,0.0
15.0,1.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,13.0,True,True,8.0,False,24.0,8.0,0.0,24.0,8.0,0.0,2.0,False,12.0,0.086799277,1.368128007,,2012/9/24,2012/9/30,2.0,2012/9/23,2012/9/24,2012/9/24,,6.0,6.0,6.0,Gilles Marini,0.0,0.0
15.0,2.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,12.0,True,True,8.0,False,25.5,8.5,0.0,25.5,8.5,0.0,2.0,False,11.0,0.092391304,1.144344271,1.5,2012/10/1,2012/10/7,2.0,2012/9/30,2012/9/28,2012/9/30,6.0,12.0,7.333333333,7.333333333,Gilles Marini,0.0,0.0
15.0,3.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,11.0,True,True,8.0,False,25.5,8.5,0.0,25.5,8.5,0.0,5.5,True,6.5,0.091726619,0.166279134,0.0,2012/10/8,2012/10/14,2.0,2012/10/7,2012/10/5,2012/10/7,6.0,3.0,5.666666667,5.666666667,Gilles Marini,0.0,0.0
15.0,4.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,4.0,9.0,True,True,8.0,False,39.5,9.875,0.25,39.5,9.875,0.25,1.5,True,8.5,0.122861586,1.183190369,14.0,2012/10/15,2012/10/21,2.0,2012/10/14,2012/10/12,2012/10/14,5.0,4.0,5.333333333,5.333333333,Gilles Marini,0.0,0.0
15.0,5.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,8.0,True,True,8.0,False,28.25,9.416666667,0.144337567,28.25,9.416666667,0.144337567,3.5,True,5.5,0.127109111,0.401219523,-11.25,2012/10/22,2012/10/28,2.0,2012/10/21,2012/10/19,2012/10/21,7.0,13.0,7.0,7.0,Gilles Marini,0.0,0.0
15.0,6.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,8.0,True,True,8.0,False,27.5,9.166666667,0.288675135,27.5,9.166666667,0.288675135,5.5,True,3.5,0.121681416,-0.540061725,-0.75,2012/10/29,2012/11/4,2.0,2012/10/28,2012/10/26,2012/10/28,9.0,13.0,12.0,12.0,Gilles Marini,0.0,0.0
15.0,7.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,7.0,True,True,8.0,False,33.4998,11.1666,0.0,33.4998,11.1666,0.0,5.0,False,3.0,0.138429326,-0.293058872,5.9998,2012/11/5,2012/11/11,1.0,2012/11/4,2012/11/2,2012/11/4,6.0,6.0,5.333333333,5.333333333,Gilles Marini,0.0,0.0
15.0,8.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,7.0,True,True,8.0,True,29.2777,9.759233333,0.250511004,29.2777,9.759233333,0.250511004,2.5,True,5.5,0.14691932,0.545077622,-4.2221,2012/11/12,2012/11/18,2.0,2012/11/11,2012/11/9,2012/11/11,4.0,5.0,4.333333333,4.333333333,Gilles Marini,0.0,0.0
15.0,9.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,5.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2012/11/19,2012/11/25,2.0,2012/11/18,2012/11/16,2012/11/18,5.0,6.0,7.0,7.0,Gilles Marini,0.0,0.0
15.0,10.0,True,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,3.0,3.0,False,False,8.0,False,0.0,0.0,0.0,,,,,False,,,,,2012/11/26,2012/11/27,2.0,2012/11/25,2012/11/23,2012/11/25,4.0,4.0,4.0,4.0,Gilles Marini,0.0,0.0
15.0,11.0,False,10.0,Gilles Marini,Peta Murgatroyd,Actor/Actress,,France,36.0,Eliminated Week 8,6.0,0.0,0.0,False,False,8.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Gilles Marini,0.0,0.0
22.0,1.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,12.0,True,True,10.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,2.0,True,11.0,0.097046414,0.982962978,,2016/3/21,2016/3/27,1.0,2016/3/20,2016/3/21,2016/3/21,,13.0,13.0,13.0,Ginger Zee,0.0,0.0
22.0,2.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,12.0,True,True,10.0,False,21.0,7.0,0.0,21.0,7.0,0.0,3.5,True,9.5,0.088983051,0.424215865,-2.0,2016/3/28,2016/4/3,1.0,2016/3/27,2016/3/25,2016/3/27,6.0,8.0,8.666666667,8.666666667,Ginger Zee,0.0,0.0
22.0,3.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,11.0,True,True,10.0,False,21.0,7.0,0.0,21.0,7.0,0.0,6.5,True,5.5,0.088607595,-0.263879698,0.0,2016/4/4,2016/4/10,1.0,2016/4/3,2016/4/1,2016/4/3,4.0,7.0,5.0,5.0,Ginger Zee,0.0,0.0
22.0,4.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,4.0,10.0,True,True,10.0,False,36.0,9.0,0.0,36.0,9.0,0.0,1.5,True,9.5,0.112852665,0.975760342,15.0,2016/4/11,2016/4/17,1.0,2016/4/10,2016/4/8,2016/4/10,5.0,6.0,4.666666667,4.666666667,Ginger Zee,0.0,0.0
22.0,5.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,4.0,9.0,True,True,10.0,False,32.0,8.0,0.0,32.0,8.0,0.0,3.0,False,7.0,0.115942029,0.377123617,-4.0,2016/4/18,2016/4/24,1.0,2016/4/17,2016/4/15,2016/4/17,3.0,4.0,4.0,4.0,Ginger Zee,0.0,0.0
22.0,6.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,9.0,True,True,10.0,False,24.0,8.0,0.0,24.0,8.0,0.0,7.0,True,3.0,0.105726872,-0.501296346,-8.0,2016/4/25,2016/5/1,1.0,2016/4/24,2016/4/22,2016/4/24,4.0,5.0,6.333333333,6.333333333,Ginger Zee,0.0,0.0
22.0,7.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,8.0,True,True,10.0,False,27.5,9.166666667,0.288675135,27.5,9.166666667,0.288675135,3.0,True,6.0,0.128504673,0.778311782,3.5,2016/5/2,2016/5/8,1.0,2016/5/1,2016/4/29,2016/5/1,5.0,3.0,5.0,5.0,Ginger Zee,0.0,0.0
22.0,8.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,6.0,True,True,10.0,False,30.0,10.0,0.0,30.0,10.0,0.0,1.5,True,5.5,0.177514793,0.944632407,2.5,2016/5/9,2016/5/15,1.0,2016/5/8,2016/5/6,2016/5/8,3.0,6.0,3.0,3.0,Ginger Zee,0.0,0.0
22.0,9.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,5.0,True,True,10.0,False,28.0,9.333333333,0.288675135,28.0,9.333333333,0.288675135,4.0,False,2.0,0.195121951,-0.675139951,-2.0,2016/5/16,2016/5/22,1.0,2016/5/15,2016/5/13,2016/5/15,5.0,6.0,5.0,5.0,Ginger Zee,0.0,0.0
22.0,10.0,True,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,3.0,3.0,True,True,10.0,False,28.3332,9.4444,0.192430845,28.3332,9.4444,0.192430845,3.0,False,1.0,0.325670463,-0.999949999,0.3332,2016/5/23,2016/5/24,2.0,2016/5/22,2016/5/20,2016/5/22,8.0,60.0,7.333333333,7.333333333,Ginger Zee,0.0,0.0
22.0,11.0,False,10.0,Ginger Zee,Valentin Chmerkovskiy,News Anchor,California,United States,35.0,3rd Place,3.0,0.0,0.0,False,False,10.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Ginger Zee,0.0,0.0
2.0,1.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,10.0,True,True,3.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,2.5,True,8.5,0.117948718,0.844743886,,2006/1/5,2006/1/11,2.0,2006/1/4,2006/1/5,2006/1/5,,0.0,0.0,0.0,Giselle Fernandez,0.0,1.0
2.0,2.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,9.0,True,True,3.0,False,24.0,8.0,0.0,24.0,8.0,0.0,3.0,False,7.0,0.12,0.419674387,1.0,2006/1/12,2006/1/18,2.0,2006/1/11,2006/1/9,2006/1/11,0.0,0.0,0.0,0.0,Giselle Fernandez,0.0,1.0
2.0,3.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,8.0,True,True,3.0,True,22.0,7.333333333,0.577350269,22.0,7.333333333,0.577350269,5.5,True,3.5,0.120879121,-0.165647289,-2.0,2006/1/19,2006/1/25,2.0,2006/1/18,2006/1/16,2006/1/18,0.0,0.0,0.0,0.0,Giselle Fernandez,0.0,1.0
2.0,4.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,7.0,False,False,3.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/1/26,2006/2/1,2.0,2006/1/25,2006/1/23,2006/1/25,0.0,0.0,4.0,4.0,Giselle Fernandez,0.0,1.0
2.0,5.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,6.0,False,False,3.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/2/2,2006/2/8,2.0,2006/2/1,2006/1/30,2006/2/1,0.0,0.0,5.666666667,5.666666667,Giselle Fernandez,0.0,1.0
2.0,6.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,5.0,False,False,3.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/2/9,2006/2/15,2.0,2006/2/8,2006/2/6,2006/2/8,0.0,0.0,0.0,0.0,Giselle Fernandez,0.0,1.0
2.0,7.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,4.0,False,False,3.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/2/16,2006/2/22,2.0,2006/2/15,2006/2/13,2006/2/15,0.0,0.0,0.0,0.0,Giselle Fernandez,0.0,1.0
2.0,8.0,True,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,3.0,3.0,False,False,3.0,False,0.0,0.0,0.0,,,,,False,,,,,2006/2/23,2006/2/26,2.0,2006/2/22,2006/2/20,2006/2/22,0.0,0.0,0.0,0.0,Giselle Fernandez,0.0,1.0
2.0,9.0,False,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,0.0,0.0,False,False,3.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Giselle Fernandez,0.0,1.0
2.0,10.0,False,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,0.0,0.0,False,False,3.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Giselle Fernandez,0.0,1.0
2.0,11.0,False,8.0,Giselle Fernandez,Jonathan Roberts,News Anchor,,Mexico,44.0,Eliminated Week 3,8.0,0.0,0.0,False,False,3.0,False,0.0,,,,,,,False,,,,,,,,,,,,,,,Giselle Fernandez,0.0,1.0
14.0,1.0,True,10.0,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67.0,Eliminated Week 6,8.0,3.0,12.0,True,True,6.0,False,23.0,7.666666667,0.577350269,23.0,7.666666667,0.577350269,5.5,True,7.5,0.085185185,0.232210182,,2012/3/19,2012/3/25,1.0,2012/3/18,2012/3/19,2012/3/19,,3.0,3.0,3.0,Gladys Knight,0.0,3.0
14.0,2.0,True,10.0,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67.0,Eliminated Week 6,8.0,3.0,12.0,True,True,6.0,False,19.0,6.333333333,1.154700538,19.0,6.333333333,1.154700538,11.0,False,2.0,0.07063197,-1.175579875,-4.0,2012/3/26,2012/4/1,2.0,2012/3/25,2012/3/23,2012/3/25,17.0,4.0,9.0,9.0,Gladys Knight,0.0,3.0
14.0,3.0,True,10.0,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67.0,Eliminated Week 6,8.0,3.0,11.0,True,True,6.0,False,24.0,8.0,0.0,24.0,8.0,0.0,9.0,True,3.0,0.085714286,-0.804030252,5.0,2012/4/2,2012/4/8,2.0,2012/4/1,2012/3/30,2012/4/1,2.0,2.0,2.666666667,2.666666667,Gladys Knight,0.0,3.0
14.0,4.0,True,10.0,Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67.0,Eliminated Week 6,8.0,3.0,10.0,True,True,6.0,False,20.0,6.666666667,0.577350269,20.0,6.666666667,0.577350269,10.0,False,1.0,0.08583691,-1.398673452,-4.0,2012/4/9,2012/4/15,2.0,2012/4/8,2012/4/6,2012/4/8,2.0,1.0,2.0,2.0,Gladys Knight,0.0,3.0
