row_idx,name,t0,qid,awards_total,awards_dated,awards_pre_t0,award_date_coverage
1231,Shannen Doherty,2010-05-10,Q207598,2,2,2,1.0
1232,Aiden Turner,2010-05-17,Q403999,0,0,0,0.0
1233,Buzz Aldrin,2010-05-17,Q2252,26,15,12,0.5769230769230769
1234,Chad Ochocinco,2010-05-17,Q471833,0,0,0,0.0
1235,Erin Andrews,2010-05-17,Q2743544,0,0,0,0.0
1236,Evan Lysacek,2010-05-17,Q299225,0,0,0,0.0
1237,Jake Pavelka,2010-05-17,Q6124907,0,0,0,0.0
1238,Kate Gosselin,2010-05-17,Q2618072,0,0,0,0.0
1239,Nicole Scherzinger,2010-05-17,Q167696,2,2,0,1.0
1240,Niecy Nash,2010-05-17,Q4328437,3,2,0,0.6666666666666666
1241,Pamela Anderson,2010-05-17,Q83325,3,3,3,1.0
1242,Shannen Doherty,2010-05-17,Q207598,2,2,2,1.0
1243,Aiden Turner,2010-05-24,Q403999,0,0,0,0.0
1244,Buzz Aldrin,2010-05-24,Q2252,26,15,12,0.5769230769230769
1245,Chad Ochocinco,2010-05-24,Q471833,0,0,0,0.0
1246,Erin Andrews,2010-05-24,Q2743544,0,0,0,0.0
1247,Evan Lysacek,2010-05-24,Q299225,0,0,0,0.0
1248,Jake Pavelka,2010-05-24,Q6124907,0,0,0,0.0
1249,Kate Gosselin,2010-05-24,Q2618072,0,0,0,0.0
1250,Nicole Scherzinger,2010-05-24,Q167696,2,2,0,1.0
1251,Niecy Nash,2010-05-24,Q4328437,3,2,0,0.6666666666666666
1252,Pamela Anderson,2010-05-24,Q83325,3,3,3,1.0
1253,Shannen Doherty,2010-05-24,Q207598,2,2,2,1.0
1254,Aiden Turner,,Q403999,0,0,0,0.0
1255,Buzz Aldrin,,Q2252,0,0,0,0.0
1256,Chad Ochocinco,,Q471833,0,0,0,0.0
1257,Erin Andrews,,Q2743544,0,0,0,0.0
1258,Evan Lysacek,,Q299225,0,0,0,0.0
1259,Jake Pavelka,,Q6124907,0,0,0,0.0
1260,Kate Gosselin,,Q2618072,0,0,0,0.0
1261,Nicole Scherzinger,,Q167696,0,0,0,0.0
1262,Niecy Nash,,Q4328437,0,0,0,0.0
1263,Pamela Anderson,,Q83325,0,0,0,0.0
1264,Shannen Doherty,,Q207598,0,0,0,0.0
1265,Audrina Patridge,2010-09-20,Q239595,0,0,0,0.0
1266,Brandy,2010-09-20,Q690974,18,18,14,1.0
1267,Bristol Palin,2010-09-20,Q2190766,0,0,0,0.0
1268,David Hasselhoff,2010-09-20,Q201927,6,5,5,0.8333333333333334
1269,Florence Henderson,2010-09-20,Q452749,2,0,0,0.0
1270,Jennifer Grey,2010-09-20,Q232927,0,0,0,0.0
1271,Kurt Warner,2010-09-20,Q945750,1,0,0,0.0
1272,Kyle Massey,2010-09-20,Q441362,0,0,0,0.0
1273,Margaret Cho,2010-09-20,Q257243,1,1,0,1.0
1274,Michael Bolton,2010-09-20,Q312514,3,0,0,0.0
1275,Rick Fox,2010-09-20,Q124650690,0,0,0,0.0
1276,The Situation,2010-09-20,Q3856268,0,0,0,0.0
1277,Audrina Patridge,2010-09-27,Q239595,0,0,0,0.0
1278,Brandy,2010-09-27,Q690974,18,18,14,1.0
1279,Bristol Palin,2010-09-27,Q2190766,0,0,0,0.0
1280,David Hasselhoff,2010-09-27,Q201927,6,5,5,0.8333333333333334
1281,Florence Henderson,2010-09-27,Q452749,2,0,0,0.0
1282,Jennifer Grey,2010-09-27,Q232927,0,0,0,0.0
1283,Kurt Warner,2010-09-27,Q945750,1,0,0,0.0
1284,Kyle Massey,2010-09-27,Q441362,0,0,0,0.0
1285,Margaret Cho,2010-09-27,Q257243,1,1,0,1.0
1286,Michael Bolton,2010-09-27,Q312514,3,0,0,0.0
1287,Rick Fox,2010-09-27,Q124650690,0,0,0,0.0
1288,The Situation,2010-09-27,Q3856268,0,0,0,0.0
1289,Audrina Patridge,2010-10-04,Q239595,0,0,0,0.0
1290,Brandy,2010-10-04,Q690974,18,18,14,1.0
1291,Bristol Palin,2010-10-04,Q2190766,0,0,0,0.0
1292,David Hasselhoff,2010-10-04,Q201927,6,5,5,0.8333333333333334
1293,Florence Henderson,2010-10-04,Q452749,2,0,0,0.0
1294,Jennifer Grey,2010-10-04,Q232927,0,0,0,0.0
1295,Kurt Warner,2010-10-04,Q945750,1,0,0,0.0
1296,Kyle Massey,2010-10-04,Q441362,0,0,0,0.0
1297,Margaret Cho,2010-10-04,Q257243,1,1,0,1.0
1298,Michael Bolton,2010-10-04,Q312514,3,0,0,0.0
1299,Rick Fox,2010-10-04,Q124650690,0,0,0,0.0
1300,The Situation,2010-10-04,Q3856268,0,0,0,0.0
1301,Audrina Patridge,2010-10-11,Q239595,0,0,0,0.0
1302,Brandy,2010-10-11,Q690974,18,18,14,1.0
1303,Bristol Palin,2010-10-11,Q2190766,0,0,0,0.0
1304,David Hasselhoff,2010-10-11,Q201927,6,5,5,0.8333333333333334
1305,Florence Henderson,2010-10-11,Q452749,2,0,0,0.0
1306,Jennifer Grey,2010-10-11,Q232927,0,0,0,0.0
1307,Kurt Warner,2010-10-11,Q945750,1,0,0,0.0
1308,Kyle Massey,2010-10-11,Q441362,0,0,0,0.0
1309,Margaret Cho,2010-10-11,Q257243,1,1,0,1.0
1310,Michael Bolton,2010-10-11,Q312514,3,0,0,0.0
1311,Rick Fox,2010-10-11,Q124650690,0,0,0,0.0
1312,The Situation,2010-10-11,Q3856268,0,0,0,0.0
1313,Audrina Patridge,2010-10-18,Q239595,0,0,0,0.0
1314,Brandy,2010-10-18,Q690974,18,18,14,1.0
1315,Bristol Palin,2010-10-18,Q2190766,0,0,0,0.0
1316,David Hasselhoff,2010-10-18,Q201927,6,5,5,0.8333333333333334
1317,Florence Henderson,2010-10-18,Q452749,2,0,0,0.0
1318,Jennifer Grey,2010-10-18,Q232927,0,0,0,0.0
1319,Kurt Warner,2010-10-18,Q945750,1,0,0,0.0
1320,Kyle Massey,2010-10-18,Q441362,0,0,0,0.0
1321,Margaret Cho,2010-10-18,Q257243,1,1,0,1.0
1322,Michael Bolton,2010-10-18,Q312514,3,0,0,0.0
1323,Rick Fox,2010-10-18,Q124650690,0,0,0,0.0
1324,The Situation,2010-10-18,Q3856268,0,0,0,0.0
1325,Audrina Patridge,2010-10-25,Q239595,0,0,0,0.0
1326,Brandy,2010-10-25,Q690974,18,18,14,1.0
1327,Bristol Palin,2010-10-25,Q2190766,0,0,0,0.0
1328,David Hasselhoff,2010-10-25,Q201927,6,5,5,0.8333333333333334
1329,Florence Henderson,2010-10-25,Q452749,2,0,0,0.0
1330,Jennifer Grey,2010-10-25,Q232927,0,0,0,0.0
1331,Kurt Warner,2010-10-25,Q945750,1,0,0,0.0
1332,Kyle Massey,2010-10-25,Q441362,0,0,0,0.0
1333,Margaret Cho,2010-10-25,Q257243,1,1,0,1.0
1334,Michael Bolton,2010-10-25,Q312514,3,0,0,0.0
1335,Rick Fox,2010-10-25,Q124650690,0,0,0,0.0
1336,The Situation,2010-10-25,Q3856268,0,0,0,0.0
1337,Audrina Patridge,2010-11-01,Q239595,0,0,0,0.0
1338,Brandy,2010-11-01,Q690974,18,18,14,1.0
1339,Bristol Palin,2010-11-01,Q2190766,0,0,0,0.0
1340,David Hasselhoff,2010-11-01,Q201927,6,5,5,0.8333333333333334
1341,Florence Henderson,2010-11-01,Q452749,2,0,0,0.0
1342,Jennifer Grey,2010-11-01,Q232927,0,0,0,0.0
1343,Kurt Warner,2010-11-01,Q945750,1,0,0,0.0
1344,Kyle Massey,2010-11-01,Q441362,0,0,0,0.0
1345,Margaret Cho,2010-11-01,Q257243,1,1,0,1.0
1346,Michael Bolton,2010-11-01,Q312514,3,0,0,0.0
1347,Rick Fox,2010-11-01,Q124650690,0,0,0,0.0
1348,The Situation,2010-11-01,Q3856268,0,0,0,0.0
1349,Audrina Patridge,2010-11-08,Q239595,0,0,0,0.0
1350,Brandy,2010-11-08,Q690974,18,18,14,1.0
1351,Bristol Palin,2010-11-08,Q2190766,0,0,0,0.0
1352,David Hasselhoff,2010-11-08,Q201927,6,5,5,0.8333333333333334
1353,Florence Henderson,2010-11-08,Q452749,2,0,0,0.0
1354,Jennifer Grey,2010-11-08,Q232927,0,0,0,0.0
1355,Kurt Warner,2010-11-08,Q945750,1,0,0,0.0
1356,Kyle Massey,2010-11-08,Q441362,0,0,0,0.0
1357,Margaret Cho,2010-11-08,Q257243,1,1,0,1.0
1358,Michael Bolton,2010-11-08,Q312514,3,0,0,0.0
1359,Rick Fox,2010-11-08,Q124650690,0,0,0,0.0
1360,The Situation,2010-11-08,Q3856268,0,0,0,0.0
1361,Audrina Patridge,2010-11-15,Q239595,0,0,0,0.0
1362,Brandy,2010-11-15,Q690974,18,18,14,1.0
1363,Bristol Palin,2010-11-15,Q2190766,0,0,0,0.0
1364,David Hasselhoff,2010-11-15,Q201927,6,5,5,0.8333333333333334
1365,Florence Henderson,2010-11-15,Q452749,2,0,0,0.0
1366,Jennifer Grey,2010-11-15,Q232927,0,0,0,0.0
1367,Kurt Warner,2010-11-15,Q945750,1,0,0,0.0
1368,Kyle Massey,2010-11-15,Q441362,0,0,0,0.0
1369,Margaret Cho,2010-11-15,Q257243,1,1,0,1.0
1370,Michael Bolton,2010-11-15,Q312514,3,0,0,0.0
1371,Rick Fox,2010-11-15,Q124650690,0,0,0,0.0
1372,The Situation,2010-11-15,Q3856268,0,0,0,0.0
1373,Audrina Patridge,2010-11-22,Q239595,0,0,0,0.0
1374,Brandy,2010-11-22,Q690974,18,18,14,1.0
1375,Bristol Palin,2010-11-22,Q2190766,0,0,0,0.0
1376,David Hasselhoff,2010-11-22,Q201927,6,5,5,0.8333333333333334
1377,Florence Henderson,2010-11-22,Q452749,2,0,0,0.0
1378,Jennifer Grey,2010-11-22,Q232927,0,0,0,0.0
1379,Kurt Warner,2010-11-22,Q945750,1,0,0,0.0
1380,Kyle Massey,2010-11-22,Q441362,0,0,0,0.0
1381,Margaret Cho,2010-11-22,Q257243,1,1,0,1.0
1382,Michael Bolton,2010-11-22,Q312514,3,0,0,0.0
1383,Rick Fox,2010-11-22,Q124650690,0,0,0,0.0
1384,The Situation,2010-11-22,Q3856268,0,0,0,0.0
1385,Audrina Patridge,,Q239595,0,0,0,0.0
1386,Brandy,,Q690974,0,0,0,0.0
1387,Bristol Palin,,Q2190766,0,0,0,0.0
1388,David Hasselhoff,,Q201927,0,0,0,0.0
1389,Florence Henderson,,Q452749,0,0,0,0.0
1390,Jennifer Grey,,Q232927,0,0,0,0.0
1391,Kurt Warner,,Q945750,0,0,0,0.0
1392,Kyle Massey,,Q441362,0,0,0,0.0
1393,Margaret Cho,,Q257243,0,0,0,0.0
1394,Michael Bolton,,Q312514,0,0,0,0.0
1395,Rick Fox,,Q124650690,0,0,0,0.0
1396,The Situation,,Q3856268,0,0,0,0.0
1397,Chelsea Kane,2011-03-21,Q119541149,0,0,0,0.0
1398,Chris Jericho,2011-03-21,Q44144,2,0,0,0.0
1399,Hines Ward,2011-03-21,Q482838,0,0,0,0.0
1400,Kendra Wilkinson,2011-03-21,Q231744,0,0,0,0.0
1401,Kirstie Alley,2011-03-21,Q151935,8,8,8,1.0
1402,Mike Catherwood,2011-03-21,Q16206306,0,0,0,0.0
1403,Petra Nemcova,2011-03-21,Q235496,0,0,0,0.0
1404,Ralph Macchio,2011-03-21,Q73346,0,0,0,0.0
1405,Romeo,2011-03-21,Q1069139,0,0,0,0.0
1406,Sugar Ray Leonard,2011-03-21,Q335798,1,1,1,1.0
1407,Wendy Williams,2011-03-21,Q618233,3,0,0,0.0
1408,Chelsea Kane,2011-03-28,Q119541149,0,0,0,0.0
1409,Chris Jericho,2011-03-28,Q44144,2,0,0,0.0
1410,Hines Ward,2011-03-28,Q482838,0,0,0,0.0
1411,Kendra Wilkinson,2011-03-28,Q231744,0,0,0,0.0
1412,Kirstie Alley,2011-03-28,Q151935,8,8,8,1.0
1413,Mike Catherwood,2011-03-28,Q16206306,0,0,0,0.0
1414,Petra Nemcova,2011-03-28,Q235496,0,0,0,0.0
1415,Ralph Macchio,2011-03-28,Q73346,0,0,0,0.0
1416,Romeo,2011-03-28,Q1069139,0,0,0,0.0
1417,Sugar Ray Leonard,2011-03-28,Q335798,1,1,1,1.0
1418,Wendy Williams,2011-03-28,Q618233,3,0,0,0.0
1419,Chelsea Kane,2011-04-04,Q119541149,0,0,0,0.0
1420,Chris Jericho,2011-04-04,Q44144,2,0,0,0.0
1421,Hines Ward,2011-04-04,Q482838,0,0,0,0.0
1422,Kendra Wilkinson,2011-04-04,Q231744,0,0,0,0.0
1423,Kirstie Alley,2011-04-04,Q151935,8,8,8,1.0
1424,Mike Catherwood,2011-04-04,Q16206306,0,0,0,0.0
1425,Petra Nemcova,2011-04-04,Q235496,0,0,0,0.0
1426,Ralph Macchio,2011-04-04,Q73346,0,0,0,0.0
1427,Romeo,2011-04-04,Q1069139,0,0,0,0.0
1428,Sugar Ray Leonard,2011-04-04,Q335798,1,1,1,1.0
1429,Wendy Williams,2011-04-04,Q618233,3,0,0,0.0
1430,Chelsea Kane,2011-04-11,Q119541149,0,0,0,0.0
1431,Chris Jericho,2011-04-11,Q44144,2,0,0,0.0
1432,Hines Ward,2011-04-11,Q482838,0,0,0,0.0
1433,Kendra Wilkinson,2011-04-11,Q231744,0,0,0,0.0
1434,Kirstie Alley,2011-04-11,Q151935,8,8,8,1.0
1435,Mike Catherwood,2011-04-11,Q16206306,0,0,0,0.0
1436,Petra Nemcova,2011-04-11,Q235496,0,0,0,0.0
1437,Ralph Macchio,2011-04-11,Q73346,0,0,0,0.0
1438,Romeo,2011-04-11,Q1069139,0,0,0,0.0
1439,Sugar Ray Leonard,2011-04-11,Q335798,1,1,1,1.0
1440,Wendy Williams,2011-04-11,Q618233,3,0,0,0.0
1441,Chelsea Kane,2011-04-18,Q119541149,0,0,0,0.0
1442,Chris Jericho,2011-04-18,Q44144,2,0,0,0.0
1443,Hines Ward,2011-04-18,Q482838,0,0,0,0.0
1444,Kendra Wilkinson,2011-04-18,Q231744,0,0,0,0.0
1445,Kirstie Alley,2011-04-18,Q151935,8,8,8,1.0
1446,Mike Catherwood,2011-04-18,Q16206306,0,0,0,0.0
1447,Petra Nemcova,2011-04-18,Q235496,0,0,0,0.0
1448,Ralph Macchio,2011-04-18,Q73346,0,0,0,0.0
1449,Romeo,2011-04-18,Q1069139,0,0,0,0.0
1450,Sugar Ray Leonard,2011-04-18,Q335798,1,1,1,1.0
1451,Wendy Williams,2011-04-18,Q618233,3,0,0,0.0
1452,Chelsea Kane,2011-04-25,Q119541149,0,0,0,0.0
1453,Chris Jericho,2011-04-25,Q44144,2,0,0,0.0
1454,Hines Ward,2011-04-25,Q482838,0,0,0,0.0
1455,Kendra Wilkinson,2011-04-25,Q231744,0,0,0,0.0
1456,Kirstie Alley,2011-04-25,Q151935,8,8,8,1.0
1457,Mike Catherwood,2011-04-25,Q16206306,0,0,0,0.0
1458,Petra Nemcova,2011-04-25,Q235496,0,0,0,0.0
1459,Ralph Macchio,2011-04-25,Q73346,0,0,0,0.0
1460,Romeo,2011-04-25,Q1069139,0,0,0,0.0
1461,Sugar Ray Leonard,2011-04-25,Q335798,1,1,1,1.0
1462,Wendy Williams,2011-04-25,Q618233,3,0,0,0.0
1463,Chelsea Kane,2011-05-02,Q119541149,0,0,0,0.0
1464,Chris Jericho,2011-05-02,Q44144,2,0,0,0.0
1465,Hines Ward,2011-05-02,Q482838,0,0,0,0.0
1466,Kendra Wilkinson,2011-05-02,Q231744,0,0,0,0.0
1467,Kirstie Alley,2011-05-02,Q151935,8,8,8,1.0
1468,Mike Catherwood,2011-05-02,Q16206306,0,0,0,0.0
1469,Petra Nemcova,2011-05-02,Q235496,0,0,0,0.0
1470,Ralph Macchio,2011-05-02,Q73346,0,0,0,0.0
1471,Romeo,2011-05-02,Q1069139,0,0,0,0.0
1472,Sugar Ray Leonard,2011-05-02,Q335798,1,1,1,1.0
1473,Wendy Williams,2011-05-02,Q618233,3,0,0,0.0
1474,Chelsea Kane,2011-05-09,Q119541149,0,0,0,0.0
1475,Chris Jericho,2011-05-09,Q44144,2,0,0,0.0
1476,Hines Ward,2011-05-09,Q482838,0,0,0,0.0
1477,Kendra Wilkinson,2011-05-09,Q231744,0,0,0,0.0
1478,Kirstie Alley,2011-05-09,Q151935,8,8,8,1.0
1479,Mike Catherwood,2011-05-09,Q16206306,0,0,0,0.0
1480,Petra Nemcova,2011-05-09,Q235496,0,0,0,0.0
1481,Ralph Macchio,2011-05-09,Q73346,0,0,0,0.0
1482,Romeo,2011-05-09,Q1069139,0,0,0,0.0
1483,Sugar Ray Leonard,2011-05-09,Q335798,1,1,1,1.0
1484,Wendy Williams,2011-05-09,Q618233,3,0,0,0.0
1485,Chelsea Kane,2011-05-16,Q119541149,0,0,0,0.0
1486,Chris Jericho,2011-05-16,Q44144,2,0,0,0.0
1487,Hines Ward,2011-05-16,Q482838,0,0,0,0.0
1488,Kendra Wilkinson,2011-05-16,Q231744,0,0,0,0.0
1489,Kirstie Alley,2011-05-16,Q151935,8,8,8,1.0
1490,Mike Catherwood,2011-05-16,Q16206306,0,0,0,0.0
1491,Petra Nemcova,2011-05-16,Q235496,0,0,0,0.0
1492,Ralph Macchio,2011-05-16,Q73346,0,0,0,0.0
1493,Romeo,2011-05-16,Q1069139,0,0,0,0.0
1494,Sugar Ray Leonard,2011-05-16,Q335798,1,1,1,1.0
1495,Wendy Williams,2011-05-16,Q618233,3,0,0,0.0
1496,Chelsea Kane,2011-05-23,Q119541149,0,0,0,0.0
1497,Chris Jericho,2011-05-23,Q44144,2,0,0,0.0
1498,Hines Ward,2011-05-23,Q482838,0,0,0,0.0
1499,Kendra Wilkinson,2011-05-23,Q231744,0,0,0,0.0
1500,Kirstie Alley,2011-05-23,Q151935,8,8,8,1.0
1501,Mike Catherwood,2011-05-23,Q16206306,0,0,0,0.0
1502,Petra Nemcova,2011-05-23,Q235496,0,0,0,0.0
1503,Ralph Macchio,2011-05-23,Q73346,0,0,0,0.0
1504,Romeo,2011-05-23,Q1069139,0,0,0,0.0
1505,Sugar Ray Leonard,2011-05-23,Q335798,1,1,1,1.0
1506,Wendy Williams,2011-05-23,Q618233,3,0,0,0.0
1507,Chelsea Kane,,Q119541149,0,0,0,0.0
1508,Chris Jericho,,Q44144,0,0,0,0.0
1509,Hines Ward,,Q482838,0,0,0,0.0
1510,Kendra Wilkinson,,Q231744,0,0,0,0.0
1511,Kirstie Alley,,Q151935,0,0,0,0.0
1512,Mike Catherwood,,Q16206306,0,0,0,0.0
1513,Petra Nemcova,,Q235496,0,0,0,0.0
1514,Ralph Macchio,,Q73346,0,0,0,0.0
1515,Romeo,,Q1069139,0,0,0,0.0
1516,Sugar Ray Leonard,,Q335798,0,0,0,0.0
1517,Wendy Williams,,Q618233,0,0,0,0.0
1518,Carson Kressley,2011-09-19,Q2470009,1,0,0,0.0
1519,Chaz Bono,2011-09-19,Q979387,1,1,0,1.0
1520,Chynna Phillips,2011-09-19,Q3676126,0,0,0,0.0
1521,David Arquette,2011-09-19,Q294185,0,0,0,0.0
1522,Elisabetta Canalis,2011-09-19,Q287122,0,0,0,0.0
1523,Hope Solo,2011-09-19,Q229619,0,0,0,0.0
1524,J.R. Martinez,2011-09-19,Q3246618,0,0,0,0.0
1525,Kristin Cavallari,2011-09-19,Q242802,0,0,0,0.0
1526,Metta World Peace (Ron),2011-09-19,,0,0,0,0.0
1527,Nancy Grace,2011-09-19,Q451839,0,0,0,0.0
1528,Ricki Lake,2011-09-19,Q40128,2,2,1,1.0
1529,Rob Kardashian,2011-09-19,Q26318,0,0,0,0.0
1530,Carson Kressley,2011-09-26,Q2470009,1,0,0,0.0
1531,Chaz Bono,2011-09-26,Q979387,1,1,0,1.0
1532,Chynna Phillips,2011-09-26,Q3676126,0,0,0,0.0
1533,David Arquette,2011-09-26,Q294185,0,0,0,0.0
1534,Elisabetta Canalis,2011-09-26,Q287122,0,0,0,0.0
1535,Hope Solo,2011-09-26,Q229619,0,0,0,0.0
1536,J.R. Martinez,2011-09-26,Q3246618,0,0,0,0.0
1537,Kristin Cavallari,2011-09-26,Q242802,0,0,0,0.0
1538,Metta World Peace (Ron),2011-09-26,,0,0,0,0.0
1539,Nancy Grace,2011-09-26,Q451839,0,0,0,0.0
1540,Ricki Lake,2011-09-26,Q40128,2,2,1,1.0
1541,Rob Kardashian,2011-09-26,Q26318,0,0,0,0.0
1542,Carson Kressley,2011-10-03,Q2470009,1,0,0,0.0
1543,Chaz Bono,2011-10-03,Q979387,1,1,0,1.0
1544,Chynna Phillips,2011-10-03,Q3676126,0,0,0,0.0
1545,David Arquette,2011-10-03,Q294185,0,0,0,0.0
1546,Elisabetta Canalis,2011-10-03,Q287122,0,0,0,0.0
1547,Hope Solo,2011-10-03,Q229619,0,0,0,0.0
1548,J.R. Martinez,2011-10-03,Q3246618,0,0,0,0.0
1549,Kristin Cavallari,2011-10-03,Q242802,0,0,0,0.0
1550,Metta World Peace (Ron),2011-10-03,,0,0,0,0.0
1551,Nancy Grace,2011-10-03,Q451839,0,0,0,0.0
1552,Ricki Lake,2011-10-03,Q40128,2,2,1,1.0
1553,Rob Kardashian,2011-10-03,Q26318,0,0,0,0.0
1554,Carson Kressley,2011-10-10,Q2470009,1,0,0,0.0
1555,Chaz Bono,2011-10-10,Q979387,1,1,0,1.0
1556,Chynna Phillips,2011-10-10,Q3676126,0,0,0,0.0
1557,David Arquette,2011-10-10,Q294185,0,0,0,0.0
1558,Elisabetta Canalis,2011-10-10,Q287122,0,0,0,0.0
1559,Hope Solo,2011-10-10,Q229619,0,0,0,0.0
1560,J.R. Martinez,2011-10-10,Q3246618,0,0,0,0.0
1561,Kristin Cavallari,2011-10-10,Q242802,0,0,0,0.0
1562,Metta World Peace (Ron),2011-10-10,,0,0,0,0.0
1563,Nancy Grace,2011-10-10,Q451839,0,0,0,0.0
1564,Ricki Lake,2011-10-10,Q40128,2,2,1,1.0
1565,Rob Kardashian,2011-10-10,Q26318,0,0,0,0.0
1566,Carson Kressley,2011-10-17,Q2470009,1,0,0,0.0
1567,Chaz Bono,2011-10-17,Q979387,1,1,0,1.0
1568,Chynna Phillips,2011-10-17,Q3676126,0,0,0,0.0
1569,David Arquette,2011-10-17,Q294185,0,0,0,0.0
1570,Elisabetta Canalis,2011-10-17,Q287122,0,0,0,0.0
1571,Hope Solo,2011-10-17,Q229619,0,0,0,0.0
1572,J.R. Martinez,2011-10-17,Q3246618,0,0,0,0.0
1573,Kristin Cavallari,2011-10-17,Q242802,0,0,0,0.0
1574,Metta World Peace (Ron),2011-10-17,,0,0,0,0.0
1575,Nancy Grace,2011-10-17,Q451839,0,0,0,0.0
1576,Ricki Lake,2011-10-17,Q40128,2,2,1,1.0
1577,Rob Kardashian,2011-10-17,Q26318,0,0,0,0.0
1578,Carson Kressley,2011-10-24,Q2470009,1,0,0,0.0
1579,Chaz Bono,2011-10-24,Q979387,1,1,0,1.0
1580,Chynna Phillips,2011-10-24,Q3676126,0,0,0,0.0
1581,David Arquette,2011-10-24,Q294185,0,0,0,0.0
1582,Elisabetta Canalis,2011-10-24,Q287122,0,0,0,0.0
1583,Hope Solo,2011-10-24,Q229619,0,0,0,0.0
1584,J.R. Martinez,2011-10-24,Q3246618,0,0,0,0.0
1585,Kristin Cavallari,2011-10-24,Q242802,0,0,0,0.0
1586,Metta World Peace (Ron),2011-10-24,,0,0,0,0.0
1587,Nancy Grace,2011-10-24,Q451839,0,0,0,0.0
1588,Ricki Lake,2011-10-24,Q40128,2,2,1,1.0
1589,Rob Kardashian,2011-10-24,Q26318,0,0,0,0.0
1590,Carson Kressley,2011-10-31,Q2470009,1,0,0,0.0
1591,Chaz Bono,2011-10-31,Q979387,1,1,0,1.0
1592,Chynna Phillips,2011-10-31,Q3676126,0,0,0,0.0
1593,David Arquette,2011-10-31,Q294185,0,0,0,0.0
1594,Elisabetta Canalis,2011-10-31,Q287122,0,0,0,0.0
1595,Hope Solo,2011-10-31,Q229619,0,0,0,0.0
1596,J.R. Martinez,2011-10-31,Q3246618,0,0,0,0.0
1597,Kristin Cavallari,2011-10-31,Q242802,0,0,0,0.0
1598,Metta World Peace (Ron),2011-10-31,,0,0,0,0.0
1599,Nancy Grace,2011-10-31,Q451839,0,0,0,0.0
1600,Ricki Lake,2011-10-31,Q40128,2,2,1,1.0
1601,Rob Kardashian,2011-10-31,Q26318,0,0,0,0.0
1602,Carson Kressley,2011-11-07,Q2470009,1,0,0,0.0
1603,Chaz Bono,2011-11-07,Q979387,1,1,0,1.0
1604,Chynna Phillips,2011-11-07,Q3676126,0,0,0,0.0
1605,David Arquette,2011-11-07,Q294185,0,0,0,0.0
1606,Elisabetta Canalis,2011-11-07,Q287122,0,0,0,0.0
1607,Hope Solo,2011-11-07,Q229619,0,0,0,0.0
1608,J.R. Martinez,2011-11-07,Q3246618,0,0,0,0.0
1609,Kristin Cavallari,2011-11-07,Q242802,0,0,0,0.0
1610,Metta World Peace (Ron),2011-11-07,,0,0,0,0.0
1611,Nancy Grace,2011-11-07,Q451839,0,0,0,0.0
1612,Ricki Lake,2011-11-07,Q40128,2,2,1,1.0
1613,Rob Kardashian,2011-11-07,Q26318,0,0,0,0.0
1614,Carson Kressley,2011-11-14,Q2470009,1,0,0,0.0
1615,Chaz Bono,2011-11-14,Q979387,1,1,0,1.0
1616,Chynna Phillips,2011-11-14,Q3676126,0,0,0,0.0
1617,David Arquette,2011-11-14,Q294185,0,0,0,0.0
1618,Elisabetta Canalis,2011-11-14,Q287122,0,0,0,0.0
1619,Hope Solo,2011-11-14,Q229619,0,0,0,0.0
1620,J.R. Martinez,2011-11-14,Q3246618,0,0,0,0.0
1621,Kristin Cavallari,2011-11-14,Q242802,0,0,0,0.0
1622,Metta World Peace (Ron),2011-11-14,,0,0,0,0.0
1623,Nancy Grace,2011-11-14,Q451839,0,0,0,0.0
1624,Ricki Lake,2011-11-14,Q40128,2,2,1,1.0
1625,Rob Kardashian,2011-11-14,Q26318,0,0,0,0.0
1626,Carson Kressley,2011-11-21,Q2470009,1,0,0,0.0
1627,Chaz Bono,2011-11-21,Q979387,1,1,0,1.0
1628,Chynna Phillips,2011-11-21,Q3676126,0,0,0,0.0
1629,David Arquette,2011-11-21,Q294185,0,0,0,0.0
1630,Elisabetta Canalis,2011-11-21,Q287122,0,0,0,0.0
1631,Hope Solo,2011-11-21,Q229619,0,0,0,0.0
1632,J.R. Martinez,2011-11-21,Q3246618,0,0,0,0.0
1633,Kristin Cavallari,2011-11-21,Q242802,0,0,0,0.0
1634,Metta World Peace (Ron),2011-11-21,,0,0,0,0.0
1635,Nancy Grace,2011-11-21,Q451839,0,0,0,0.0
1636,Ricki Lake,2011-11-21,Q40128,2,2,1,1.0
1637,Rob Kardashian,2011-11-21,Q26318,0,0,0,0.0
1638,Carson Kressley,,Q2470009,0,0,0,0.0
1639,Chaz Bono,,Q979387,0,0,0,0.0
1640,Chynna Phillips,,Q3676126,0,0,0,0.0
1641,David Arquette,,Q294185,0,0,0,0.0
1642,Elisabetta Canalis,,Q287122,0,0,0,0.0
1643,Hope Solo,,Q229619,0,0,0,0.0
1644,J.R. Martinez,,Q3246618,0,0,0,0.0
1645,Kristin Cavallari,,Q242802,0,0,0,0.0
1646,Metta World Peace (Ron),,,0,0,0,0.0
1647,Nancy Grace,,Q451839,0,0,0,0.0
1648,Ricki Lake,,Q40128,0,0,0,0.0
1649,Rob Kardashian,,Q26318,0,0,0,0.0
1650,Donald Driver,2012-03-19,Q1093571,0,0,0,0.0
1651,Gavin DeGraw,2012-03-19,Q337722,0,0,0,0.0
