season,week,week_exists,season_len,celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,judge_n,n_alive_w,performed,in_competition,elim_week,eliminated_end_of_week,j_total_raw,j_mean_raw,j_sd_raw,j_total,j_mean,j_sd,j_rank,tie_flag,j_points_rank,j_pct,j_z_within_week,delta_j_total,week_start,week_end,num_episodes,trend_date,window_start,window_end,trend_preday,trend_startday,trend_used_window_mean,trend_used
12,2,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,11,TRUE,TRUE,3,FALSE,17,5.666666667,0.577350269,17,5.666666667,0.577350269,10,TRUE,2,0.078703704,-1.054162193,3,2011/3/28,2011/4/3,3,2011/3/27,2011/3/25,2011/3/27,17,16,17,17
12,3,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,10,TRUE,TRUE,10,FALSE,23,7.666666667,0.577350269,23,7.666666667,0.577350269,3.5,TRUE,7.5,0.107476636,0.549154514,5,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,10,9,10,10
12,3,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,10,TRUE,TRUE,6,FALSE,21,7,0,21,7,0,6,TRUE,5,0.098130841,-0.137288629,-2,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,10,15,10,10
12,3,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,10,TRUE,TRUE,10,FALSE,25,8.333333333,0.577350269,25,8.333333333,0.577350269,1.5,TRUE,9.5,0.11682243,1.235597657,2,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,2,2,2,2
12,3,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,10,TRUE,TRUE,7,FALSE,23,7.666666667,0.577350269,23,7.666666667,0.577350269,3.5,TRUE,7.5,0.107476636,0.549154514,4,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,27,19,28.66666667,28.66666667
12,3,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,10,TRUE,TRUE,10,FALSE,21,7,0,21,7,0,6,TRUE,5,0.098130841,-0.137288629,1,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,4,3,4,4
12,3,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,3,10,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,3,2,4.333333333,4.333333333
12,3,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,3,10,TRUE,TRUE,5,FALSE,25,8.333333333,0.577350269,25,8.333333333,0.577350269,1.5,TRUE,9.5,0.11682243,1.235597657,7,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,4,0,4.333333333,4.333333333
12,3,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,3,10,TRUE,TRUE,9,FALSE,21,7,0,21,7,0,6,TRUE,5,0.098130841,-0.137288629,0,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,3,6,4,4
12,3,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,3,10,TRUE,TRUE,8,FALSE,20,6.666666667,0.577350269,20,6.666666667,0.577350269,8.5,TRUE,2.5,0.093457944,-0.4805102,-3,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,40,38,37.33333333,37.33333333
12,3,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,3,10,TRUE,TRUE,4,FALSE,20,6.666666667,0.577350269,20,6.666666667,0.577350269,8.5,TRUE,2.5,0.093457944,-0.4805102,3,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,3,2,2.333333333,2.333333333
12,3,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,10,TRUE,TRUE,3,TRUE,15,5,0,15,5,0,10,FALSE,1,0.070093458,-2.196618057,-2,2011/4/4,2011/4/10,2,2011/4/3,2011/4/1,2011/4/3,9,13,12.33333333,12.33333333
12,4,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,9,TRUE,TRUE,10,FALSE,26,8.666666667,0.577350269,26,8.666666667,0.577350269,1,FALSE,9,0.126213592,1.28506633,3,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,8,9,8.333333333,8.333333333
12,4,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,9,TRUE,TRUE,6,FALSE,23,7.666666667,0.577350269,23,7.666666667,0.577350269,5,TRUE,5,0.111650485,0.045895226,2,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,13,12,12.33333333,12.33333333
12,4,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,9,TRUE,TRUE,10,FALSE,25,8.333333333,0.577350269,25,8.333333333,0.577350269,2.5,TRUE,7.5,0.121359223,0.872009295,0,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,3,2,3.333333333,3.333333333
12,4,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,9,TRUE,TRUE,7,FALSE,18,6,0,18,6,0,9,FALSE,1,0.087378641,-2.019389946,-5,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,33,26,36,36
12,4,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,9,TRUE,TRUE,10,FALSE,22,7.333333333,0.577350269,22,7.333333333,0.577350269,7,FALSE,3,0.106796117,-0.367161808,1,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,5,4,6.666666667,6.666666667
12,4,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,3,9,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,0,0,1,1
12,4,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,3,9,TRUE,TRUE,5,FALSE,23,7.666666667,0.577350269,23,7.666666667,0.577350269,5,TRUE,5,0.111650485,0.045895226,-2,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,4,6,4,4
12,4,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,3,9,TRUE,TRUE,9,FALSE,25,8.333333333,0.577350269,25,8.333333333,0.577350269,2.5,TRUE,7.5,0.121359223,0.872009295,4,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,3,2,5,5
12,4,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,3,9,TRUE,TRUE,8,FALSE,23,7.666666667,0.577350269,23,7.666666667,0.577350269,5,TRUE,5,0.111650485,0.045895226,3,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,38,44,37.33333333,37.33333333
12,4,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,3,9,TRUE,TRUE,4,TRUE,21,7,0,21,7,0,8,FALSE,2,0.101941748,-0.780218843,1,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,3,2,2.333333333,2.333333333
12,4,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,9,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/11,2011/4/17,2,2011/4/10,2011/4/8,2011/4/10,9,12,15,15
12,5,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,8,TRUE,TRUE,10,FALSE,26,8.666666667,0.577350269,26,8.666666667,0.577350269,3,TRUE,6,0.134020619,0.799953357,0,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,11,13,11.33333333,11.33333333
12,5,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,8,TRUE,TRUE,6,FALSE,26,8.666666667,0.577350269,26,8.666666667,0.577350269,3,TRUE,6,0.134020619,0.799953357,3,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,9,9,9.666666667,9.666666667
12,5,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,8,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,1,FALSE,8,0.139175258,1.257069561,2,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,2,2,2.333333333,2.333333333
12,5,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,8,TRUE,TRUE,7,FALSE,22,7.333333333,0.577350269,22,7.333333333,0.577350269,7,TRUE,2,0.113402062,-1.028511459,4,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,24,16,20.33333333,20.33333333
12,5,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,8,TRUE,TRUE,10,FALSE,23,7.666666667,0.577350269,23,7.666666667,0.577350269,5,FALSE,4,0.118556701,-0.571395255,1,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,3,4,4,4
12,5,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,3,8,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,3,0,6.666666667,6.666666667
12,5,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,3,8,TRUE,TRUE,5,TRUE,22,7.333333333,0.577350269,22,7.333333333,0.577350269,7,TRUE,2,0.113402062,-1.028511459,-1,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,4,4,4.333333333,4.333333333
12,5,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,3,8,TRUE,TRUE,9,FALSE,22,7.333333333,0.577350269,22,7.333333333,0.577350269,7,TRUE,2,0.113402062,-1.028511459,-3,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,3,2,2.333333333,2.333333333
12,5,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,3,8,TRUE,TRUE,8,FALSE,26,8.666666667,0.577350269,26,8.666666667,0.577350269,3,TRUE,6,0.134020619,0.799953357,3,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,39,42,36.33333333,36.33333333
12,5,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,3,8,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,3,2,3.333333333,3.333333333
12,5,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,8,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/18,2011/4/24,2,2011/4/17,2011/4/15,2011/4/17,8,14,11,11
12,6,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,7,TRUE,TRUE,10,FALSE,28,9.333333333,0.577350269,28,9.333333333,0.577350269,1.5,TRUE,6.5,0.155555556,1.032079086,2,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,6,7,6,6
12,6,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,7,TRUE,TRUE,6,TRUE,22,7.333333333,0.577350269,22,7.333333333,0.577350269,7,FALSE,1,0.122222222,-1.677128515,-4,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,8,12,7.333333333,7.333333333
12,6,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,7,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,3,FALSE,5,0.15,0.580544486,0,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,2,2,2.333333333,2.333333333
12,6,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,7,TRUE,TRUE,7,FALSE,25,8.333333333,0.577350269,25,8.333333333,0.577350269,5,FALSE,3,0.138888889,-0.322524714,3,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,29,22,20.66666667,20.66666667
12,6,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,7,TRUE,TRUE,10,FALSE,26,8.666666667,0.577350269,26,8.666666667,0.577350269,4,FALSE,4,0.144444444,0.129009886,3,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,4,4,6.333333333,6.333333333
12,6,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,3,7,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,0,1,0,0
12,6,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,3,7,FALSE,FALSE,5,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,5,3,4.666666667,4.666666667
12,6,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,3,7,TRUE,TRUE,9,FALSE,24,8,0,24,8,0,6,FALSE,2,0.133333333,-0.774059315,2,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,2,2,2,2
12,6,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,3,7,TRUE,TRUE,8,FALSE,28,9.333333333,0.577350269,28,9.333333333,0.577350269,1.5,TRUE,6.5,0.155555556,1.032079086,2,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,36,40,33.66666667,33.66666667
12,6,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,3,7,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,2,1,1.333333333,1.333333333
12,6,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,7,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2011/4/25,2011/5/1,2,2011/4/24,2011/4/22,2011/4/24,8,10,10.33333333,10.33333333
12,7,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,4,6,TRUE,TRUE,10,FALSE,32,8,0.40824829,32,8,0.40824829,3,FALSE,4,0.169761273,0.40824829,4,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,5,5,5.666666667,5.666666667
12,7,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,4,6,FALSE,FALSE,6,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,9,12,9,9
12,7,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,4,6,TRUE,TRUE,10,FALSE,33,8.25,0.5,33,8.25,0.5,1.5,TRUE,5.5,0.175066313,1.108102503,6,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,2,2,2.333333333,2.333333333
12,7,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,4,6,TRUE,TRUE,7,TRUE,30.5,7.625,0.25,30.5,7.625,0.25,4,FALSE,3,0.161803714,-0.641533028,5.5,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,21,14,19.33333333,19.33333333
12,7,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,4,6,TRUE,TRUE,10,FALSE,30,7.5,0.577350269,30,7.5,0.577350269,5.5,TRUE,1.5,0.159151194,-0.991460134,4,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,4,3,3.333333333,3.333333333
12,7,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,4,6,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,0,0,0,0
12,7,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,4,6,FALSE,FALSE,5,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,0,0,0,0
12,7,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,4,6,TRUE,TRUE,9,FALSE,33,8.25,0.645497224,33,8.25,0.645497224,1.5,TRUE,5.5,0.175066313,1.108102503,9,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,2,2,2,2
12,7,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,4,6,TRUE,TRUE,8,FALSE,30,7.5,0.40824829,30,7.5,0.40824829,5.5,TRUE,1.5,0.159151194,-0.991460134,2,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,46,47,40.66666667,40.66666667
12,7,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,4,6,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,1,1,0.666666667,0.666666667
12,7,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,4,6,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/2,2011/5/8,2,2011/5/1,2011/4/29,2011/5/1,8,8,8.666666667,8.666666667
12,8,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,5,TRUE,TRUE,10,FALSE,27.5,9.166666667,0.288675135,27.5,9.166666667,0.288675135,1,FALSE,5,0.211538462,0.848528137,-4.5,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,7,8,7,7
12,8,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,5,FALSE,FALSE,6,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,10,5,11,11
12,8,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,5,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,2,FALSE,4,0.207692308,0.565685425,-6,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,7,5,13,13
12,8,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,5,FALSE,FALSE,7,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,19,16,25,25
12,8,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,5,TRUE,TRUE,10,FALSE,26.5,8.833333333,0.288675135,26.5,8.833333333,0.288675135,3,FALSE,3,0.203846154,0.282842712,-3.5,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,5,4,5.666666667,5.666666667
12,8,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,3,5,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,0,0,0,0
12,8,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,3,5,FALSE,FALSE,5,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,0,0,0,0
12,8,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,3,5,TRUE,TRUE,9,FALSE,23,7.666666667,0.288675135,23,7.666666667,0.288675135,5,FALSE,1,0.176923077,-1.697056275,-10,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,3,4,4.333333333,4.333333333
12,8,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,3,5,TRUE,TRUE,8,TRUE,26,8.666666667,0.288675135,26,8.666666667,0.288675135,4,FALSE,2,0.2,0,-4,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,56,62,50.66666667,50.66666667
12,8,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,3,5,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,3,1,1.333333333,1.333333333
12,8,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,5,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/9,2011/5/15,2,2011/5/8,2011/5/6,2011/5/8,7,8,9.333333333,9.333333333
12,9,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,4,TRUE,TRUE,10,FALSE,36.5,12.16666667,0.288675135,36.5,12.16666667,0.288675135,1,FALSE,4,0.310638298,1.333173769,9,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,5,10,8,8
12,9,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,4,FALSE,FALSE,6,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,7,6,7.333333333,7.333333333
12,9,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,4,TRUE,TRUE,10,FALSE,30,10,0,30,10,0,2,FALSE,3,0.255319149,0.116945067,3,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,7,7,7.666666667,7.666666667
12,9,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,4,FALSE,FALSE,7,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,15,12,14.66666667,14.66666667
12,9,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,4,TRUE,TRUE,10,FALSE,27,9,0,27,9,0,3,FALSE,2,0.229787234,-0.444391256,0.5,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,5,4,6.333333333,6.333333333
12,9,TRUE,10,Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,Eliminated Week 2,11,3,4,FALSE,FALSE,2,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,0,0,0,0
12,9,TRUE,10,Petra Nemcova,Dmitry Chaplin,Model,,Czechoslovakia,31,Eliminated Week 5,8,3,4,FALSE,FALSE,5,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,0,0,0,0
12,9,TRUE,10,Ralph Macchio,Karina Smirnoff,Actor/Actress,New York,United States,49,Eliminated Week 9,4,3,4,TRUE,TRUE,9,TRUE,24,8,0,24,8,0,4,FALSE,1,0.204255319,-1.00572758,1,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,3,3,5,5
12,9,TRUE,10,Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,Eliminated Week 8,5,3,4,FALSE,FALSE,8,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,53,54,49.33333333,49.33333333
12,9,TRUE,10,Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,Eliminated Week 4,9,3,4,FALSE,FALSE,4,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,2,0,1.333333333,1.333333333
12,9,TRUE,10,Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,Eliminated Week 3,10,3,4,FALSE,FALSE,3,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/16,2011/5/22,2,2011/5/15,2011/5/13,2011/5/15,7,8,8.666666667,8.666666667
12,10,TRUE,10,Chelsea Kane,Mark Ballas,Actor/Actress,Arizona,United States,22,3rd Place,3,3,3,TRUE,TRUE,10,FALSE,29.6666,9.888866667,0.19248858,29.6666,9.888866667,0.19248858,1.5,TRUE,2.5,0.339694801,0.577350269,-6.8334,2011/5/23,2011/5/24,2,2011/5/22,2011/5/20,2011/5/22,14,20,13,13
12,10,TRUE,10,Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,Eliminated Week 6,7,3,3,FALSE,FALSE,6,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/23,2011/5/24,2,2011/5/22,2011/5/20,2011/5/22,7,5,7.666666667,7.666666667
12,10,TRUE,10,Hines Ward,Kym Johnson,Athlete,,South Korea,35,1st Place,1,3,3,TRUE,TRUE,10,FALSE,29.6666,9.888866667,0.19248858,29.6666,9.888866667,0.19248858,1.5,TRUE,2.5,0.339694801,0.577350269,-0.3334,2011/5/23,2011/5/24,2,2011/5/22,2011/5/20,2011/5/22,6,7,6.666666667,6.666666667
12,10,TRUE,10,Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,Eliminated Week 7,6,3,3,FALSE,FALSE,7,FALSE,0,0,0,,,,,FALSE,,,,,2011/5/23,2011/5/24,2,2011/5/22,2011/5/20,2011/5/22,21,13,18,18
12,10,TRUE,10,Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,60,2nd Place,2,3,3,TRUE,TRUE,10,FALSE,27.9999,9.3333,0,27.9999,9.3333,0,3,FALSE,1,0.320610399,-1.154700538,0.9999,2011/5/23,2011/5/24,2,2011/5/22,2011/5/20,2011/5/22,9,9,10.66666667,10.66666667
